party,state,finance.better,vote.method,child.indep,child.curio,child.obed,child.consid,us.world,us.better,rural.govt,rural.infl,rural.resp,women.child,women.work,women.favors,women.comp,year,Religion,President,women.media,women.disc,women.hire,women.opp
3,36,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Not Religious,John Kerry,NA,NA,1,NA
3,26,3,NA,3,3,3,5,NA,NA,NA,NA,NA,NA,NA,3,5,2004,Catholic,NA,NA,NA,2,NA
1,36,3,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Not Religious,John Kerry,NA,NA,2,NA
3,6,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,3,1,2004,Protestant,NA,NA,NA,5,NA
2,39,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
3,25,3,NA,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,NA,NA,NA,2,NA
2,39,3,NA,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,5,3,2004,Catholic,George W. Bush,NA,NA,4,NA
5,18,3,NA,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Protestant,NA,NA,NA,2,NA
3,55,4,NA,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Protestant,John Kerry,NA,NA,3,NA
2,17,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,George W. Bush,NA,NA,2,NA
3,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
4,17,3,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Catholic,George W. Bush,NA,NA,2,NA
1,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA,NA,NA,NA,NA
1,1,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,1,1,2004,Protestant,NA,NA,NA,4,NA
3,6,1,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,3,3,2004,NA,George W. Bush,NA,NA,4,NA
2,6,3,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Not Religious,NA,NA,NA,2,NA
1,34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
3,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA,NA,NA,NA,NA
3,41,3,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Protestant,John Kerry,NA,NA,1,NA
5,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
3,22,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,1,5,2004,Protestant,NA,NA,NA,2,NA
3,6,3,NA,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Protestant,George W. Bush,NA,NA,2,NA
2,48,1,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,5,2,2004,Protestant,NA,NA,NA,3,NA
1,48,2,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,2,4,2004,Catholic,John Kerry,NA,NA,2,NA
3,36,5,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Not Religious,NA,NA,NA,2,NA
1,34,3,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Catholic,John Kerry,NA,NA,1,NA
3,25,2,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,2004,Catholic,John Kerry,NA,NA,1,NA
2,53,2,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,2,3,2004,Protestant,George W. Bush,NA,NA,4,NA
1,33,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Catholic,John Kerry,NA,NA,2,NA
2,55,1,NA,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,2004,Catholic,George W. Bush,NA,NA,4,NA
1,34,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Jewish,NA,NA,NA,NA,NA
1,6,3,NA,5,1,1,5,NA,NA,NA,NA,NA,NA,NA,2,5,2004,Catholic,George W. Bush,NA,NA,3,NA
3,55,4,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2004,Protestant,George W. Bush,NA,NA,2,NA
3,8,3,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,5,2,2004,Catholic,John Kerry,NA,NA,1,NA
3,51,3,NA,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Protestant,John Kerry,NA,NA,1,NA
2,6,NA,NA,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,4,1,2004,Protestant,George W. Bush,NA,NA,2,NA
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA,NA,NA,NA,NA
1,24,3,NA,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,2,3,2004,Protestant,John Kerry,NA,NA,1,NA
4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
3,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA,NA,NA,NA,NA
3,48,4,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Protestant,John Kerry,NA,NA,2,NA
3,26,5,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Protestant,George W. Bush,NA,NA,4,NA
1,39,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,John Kerry,NA,NA,1,NA
5,12,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,5,4,2004,Protestant,NA,NA,NA,1,NA
2,51,1,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,3,2004,Catholic,George W. Bush,NA,NA,4,NA
2,6,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Catholic,George W. Bush,NA,NA,2,NA
1,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
4,41,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Not Religious,NA,NA,NA,4,NA
1,34,2,NA,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,1,2,2004,Not Religious,NA,NA,NA,1,NA
2,48,1,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,2004,Protestant,George W. Bush,NA,NA,4,NA
1,25,2,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,2,4,2004,Protestant,John Kerry,NA,NA,2,NA
1,1,5,NA,3,5,3,3,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,John Kerry,NA,NA,2,NA
3,22,2,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Protestant,George W. Bush,NA,NA,2,NA
1,22,3,NA,5,5,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,John Kerry,NA,NA,4,NA
2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Catholic,NA,NA,NA,NA,NA
2,48,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Protestant,George W. Bush,NA,NA,4,NA
1,26,4,NA,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Catholic,John Kerry,NA,NA,2,NA
3,26,2,NA,3,5,7,1,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Catholic,NA,NA,NA,2,NA
NA,13,2,NA,5,1,5,5,NA,NA,NA,NA,NA,NA,NA,4,3,2004,Not Religious,George W. Bush,NA,NA,2,NA
3,48,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Catholic,John Kerry,NA,NA,2,NA
3,48,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Not Religious,NA,NA,NA,NA,NA
2,39,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Protestant,George W. Bush,NA,NA,4,NA
2,18,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Protestant,NA,NA,NA,3,NA
5,6,3,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,2,1,2004,Not Religious,George W. Bush,NA,NA,1,NA
1,22,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Protestant,George W. Bush,NA,NA,1,NA
2,19,2,NA,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Protestant,George W. Bush,NA,NA,4,NA
1,42,2,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Not Religious,John Kerry,NA,NA,2,NA
2,6,2,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,5,3,2004,Protestant,George W. Bush,NA,NA,2,NA
3,6,1,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Not Religious,Other,NA,NA,5,NA
3,25,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Catholic,John Kerry,NA,NA,1,NA
2,47,3,NA,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,2,4,2004,Protestant,George W. Bush,NA,NA,3,NA
3,1,3,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Protestant,John Kerry,NA,NA,2,NA
5,1,2,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,5,2004,Protestant,George W. Bush,NA,NA,1,NA
3,49,5,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,NA,NA,NA,1,NA
3,25,2,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Not Religious,NA,NA,NA,4,NA
3,36,5,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Not Religious,NA,NA,NA,3,NA
3,25,3,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Catholic,John Kerry,NA,NA,2,NA
3,51,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Protestant,George W. Bush,NA,NA,2,NA
1,6,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,2004,Protestant,John Kerry,NA,NA,2,NA
3,36,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Catholic,George W. Bush,NA,NA,1,NA
2,12,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Catholic,George W. Bush,NA,NA,4,NA
3,18,4,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Protestant,George W. Bush,NA,NA,4,NA
1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
1,48,4,NA,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,3,3,2004,Protestant,NA,NA,NA,3,NA
3,1,2,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,4,4,2004,Protestant,John Kerry,NA,NA,4,NA
3,53,4,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,John Kerry,NA,NA,2,NA
3,6,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,4,5,2004,Not Religious,John Kerry,NA,NA,3,NA
2,39,4,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,5,5,2004,Protestant,George W. Bush,NA,NA,1,NA
2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,Protestant,NA,NA,NA,NA,NA
2,26,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,2004,Catholic,George W. Bush,NA,NA,3,NA
1,29,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,4,2004,Catholic,NA,NA,NA,2,NA
3,22,3,NA,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,3,2,2004,Protestant,NA,NA,NA,2,NA
3,27,NA,NA,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,26,NA,NA,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,17,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,23,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,25,4,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA
1,25,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,42,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,34,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,Al Gore,NA,NA,NA,NA
1,36,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,19,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,Al Gore,NA,NA,NA,NA
2,42,3,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,42,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,26,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,55,3,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,6,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,6,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,51,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,45,2,NA,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,19,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,8,2,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,6,3,NA,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,Al Gore,NA,NA,NA,NA
1,26,NA,NA,5,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,41,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,51,3,NA,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,12,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,Al Gore,NA,NA,NA,NA
3,12,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,5,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,12,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,21,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA
5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,48,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,12,3,NA,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA
3,48,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,NA,NA,NA,NA,NA
1,13,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,24,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,6,1,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,42,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,George W. Bush,NA,NA,NA,NA
1,4,3,NA,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
3,36,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,6,1,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,39,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,47,2,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
2,29,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,28,1,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,48,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,George W. Bush,NA,NA,NA,NA
2,26,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,42,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Jewish,NA,NA,NA,NA,NA
3,42,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,22,NA,NA,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,40,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,45,2,NA,5,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,40,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,12,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,48,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,48,2,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,56,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,9,NA,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,39,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,25,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,55,NA,NA,5,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,27,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,21,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,Al Gore,NA,NA,NA,NA
5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Other Religion,NA,NA,NA,NA,NA
1,29,3,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,41,1,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,Al Gore,NA,NA,NA,NA
2,4,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,6,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA
1,34,NA,NA,3,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,38,3,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
1,26,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,6,NA,NA,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
2,39,3,NA,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,21,NA,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,48,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,27,2,NA,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,13,3,NA,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,37,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,17,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,47,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
1,51,3,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,13,NA,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,12,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,24,3,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
3,39,NA,NA,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,39,NA,NA,5,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,45,2,NA,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
5,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Catholic,NA,NA,NA,NA,NA
1,55,NA,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,39,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,18,NA,NA,5,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
3,6,3,NA,3,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
3,6,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Ralph Nader,NA,NA,NA,NA
3,5,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,16,NA,NA,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
2,38,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,George W. Bush,NA,NA,NA,NA
1,36,2,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,Al Gore,NA,NA,NA,NA
2,42,2,NA,3,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,Protestant,George W. Bush,NA,NA,NA,NA
5,42,NA,NA,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA
